web_scraper_order,web_scraper_start_url,chiens,nom,prix,adresse,adress,image
"1771237778-3158","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5486097"
"1771237778-3159","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5480457"
"1771237778-3160","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5453153"
"1771237778-3161","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-4848898"
"1771237778-3162","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-4051242"
"1771237778-3163","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-3508376","Chiot Rottweiler","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2619263"
"1771237780-3164","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/profil/024d46a0-c9ff-4898-a6d1-a14f352463a0"
"1771237780-3165","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/profil/024d46a0-c9ff-4898-a6d1-a14f352463a0"
"1771237780-3166","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5303725"
"1771237780-3167","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5290700"
"1771237780-3168","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5228717"
"1771237780-3169","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4960771"
"1771237780-3170","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4887929"
"1771237780-3171","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4852383"
"1771237780-3172","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005"
"1771237780-3173","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4499987"
"1771237780-3174","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4351042"
"1771237780-3175","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-metisses-berger-allemand-3763206"
"1771237780-3176","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3712064"
"1771237780-3177","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-3508870","Chiot Pitbull Terrier","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-3508870"
"1771237783-3178","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/8a8594e9-3e3f-4719-86e8-0524318130ce"
"1771237783-3179","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/profil/8a8594e9-3e3f-4719-86e8-0524318130ce"
"1771237783-3180","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-bichon-4117078"
"1771237783-3181","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769"
"1771237783-3182","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-2417666"
"1771237783-3183","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-yorkshire-caniche-2107633"
"1771237783-3184","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4330813"
"1771237783-3185","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4404913"
"1771237783-3186","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-3486056"
"1771237783-3187","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4456414"
"1771237783-3188","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3424026"
"1771237783-3189","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-3423235"
"1771237783-3190","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-bichon-3680927"
"1771237783-3191","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-3509769","Chiot Caniche bichon","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4169389"
"1771237785-3192","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/profil/77a69fb3-aae2-4c6d-b8b9-65c5ceea6f80"
"1771237785-3193","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/profil/77a69fb3-aae2-4c6d-b8b9-65c5ceea6f80"
"1771237785-3194","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-5699953"
"1771237785-3195","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501"
"1771237785-3196","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonner-4560526"
"1771237785-3197","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-3512030"
"1771237785-3198","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3367797"
"1771237785-3199","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3366373"
"1771237785-3200","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-malinois-5078573"
"1771237785-3201","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4186380"
"1771237785-3202","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-labrador-4186378"
"1771237785-3203","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/pit-bull-terrier-3807116"
"1771237785-3204","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-canne-corso-italien-3190440"
"1771237785-3205","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-3512030","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-2949981"
"1771237788-3206","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/husky-blanc-siberie-3515349","Husky blanc sibérie","600 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/profil/de3dcd83-e4a3-4614-befd-ba25776056ad"
"1771237788-3207","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/husky-blanc-siberie-3515349","Husky blanc sibérie","600 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/profil/de3dcd83-e4a3-4614-befd-ba25776056ad"
"1771237788-3208","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/husky-blanc-siberie-3515349","Husky blanc sibérie","600 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/husky-blanc-siberie-3515349"
"1771237790-3209","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/profil/f8f5b337-dc51-4b48-a978-7cc391478356"
"1771237790-3210","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/profil/f8f5b337-dc51-4b48-a978-7cc391478356"
"1771237790-3211","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5104979"
"1771237790-3212","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5090975"
"1771237790-3213","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4953991"
"1771237790-3214","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4125861"
"1771237790-3215","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3865643"
"1771237790-3216","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812"
"1771237790-3217","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3499830"
"1771237790-3218","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3489697"
"1771237790-3219","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichons-maltais-3480182"
"1771237790-3220","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3428785"
"1771237790-3221","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-pure-race-2972487"
"1771237790-3222","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3518812","Chiot Bichon Maltais","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4934038"
"1771237793-3223","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/profil/1eb69f65-47f4-4a39-8421-9544418af6a6"
"1771237793-3224","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/profil/1eb69f65-47f4-4a39-8421-9544418af6a6"
"1771237793-3225","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4180447"
"1771237793-3226","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897"
"1771237793-3227","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3098650"
"1771237793-3228","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-metisse-pitbull-malinois-3236932"
"1771237793-3229","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3765560"
"1771237793-3230","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-742716"
"1771237793-3231","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-1339794"
"1771237793-3232","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4226576"
"1771237793-3233","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4219240"
"1771237793-3234","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/vente-chiot-pittbull-femelle-4351149"
"1771237793-3235","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4332159"
"1771237793-3236","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/pitbull-3523897","Chiot pitbull","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4327552"
"1771237795-3237","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984","Chiot Samoyede","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/profil/5a2051a5-47d0-439c-a2ad-5e517d5722d3"
"1771237795-3238","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984","Chiot Samoyede","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/profil/5a2051a5-47d0-439c-a2ad-5e517d5722d3"
"1771237795-3239","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984","Chiot Samoyede","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-samoyede-3799036"
"1771237795-3240","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984","Chiot Samoyede","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984"
"1771237795-3241","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-3523984","Chiot Samoyede","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-5735842"
"1771237798-3242","https://sn.coinafrique.com/categorie/chiens?page=7","https://sn.coinafrique.com/annonce/chiens/chien-malinois-3526946","Chien malinois","200 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/profil/93a5439b-2f79-4474-a408-18fb745e5d85"
